ID,Total Tasks,Task Completion Rate,Error Rate,Attendance,Productivity Score
48189,50,20,50,40,39
48190,50,70,50,90,64
48191,60,90,90,20,67
48192,50,50,10,20,36
48193,30,80,60,20,49
48194,30,30,10,50,30
48195,40,40,10,40,34
48196,10,40,40,20,27
48197,60,60,70,70,64
48198,20,80,40,50,48
48199,40,70,20,30,43
48200,90,30,20,40,48
48201,80,40,70,10,52
48202,40,70,80,20,53
48203,10,60,60,60,45
48204,20,40,80,60,46
48205,20,80,80,90,64
48206,80,20,90,20,52
48207,70,50,50,80,62
48208,90,70,70,40,70
48209,60,10,80,70,51
48210,60,40,80,70,60
48211,50,20,10,30,29
48212,70,70,50,40,60
48213,10,60,10,90,41
48214,10,70,10,50,36
48215,90,10,70,70,58
48216,10,50,50,90,46
48217,50,60,60,60,57
48218,80,40,20,10,42
48219,10,90,30,80,52
48220,10,50,10,70,34
48221,70,20,80,50,53
48222,70,90,40,30,62
48223,80,30,50,50,53
48224,90,30,40,90,62
48225,90,90,60,90,84
48226,40,10,50,90,43
48227,10,40,80,70,45
48228,10,80,10,10,31
48229,60,90,10,70,61
48230,40,10,20,30,25
48231,40,40,20,20,32
48232,70,90,80,30,70
48233,80,90,80,70,81
48234,80,90,60,60,75
48235,50,50,80,30,52
48236,30,20,80,20,35
48237,90,20,90,30,57
48238,30,70,10,30,38
48239,30,80,50,30,49
48240,30,50,30,90,48
48241,40,20,20,70,36
48242,80,30,50,40,51
48243,50,90,70,60,68
48244,60,30,10,60,41
48245,50,50,90,50,58
48246,50,30,20,50,38
48247,50,90,90,80,76
48248,80,70,30,70,65
48249,50,10,20,70,36
48250,90,80,50,10,63
48251,30,10,40,50,30
48252,70,90,70,50,72
48253,70,60,30,10,47
48254,40,80,30,90,60
48255,10,20,10,50,21
48256,30,20,70,10,31
48257,40,40,20,10,30
48258,90,80,20,70,69
48259,30,20,50,70,39
48260,10,90,90,80,64
48261,40,40,40,40,40
48262,40,90,80,90,73
48263,20,30,70,40,37
48264,20,80,20,30,40
48265,90,60,30,30,57
48266,50,70,60,40,56
48267,20,70,70,40,49
48268,30,70,60,30,48
48269,60,80,80,80,74
48270,50,70,80,90,70
48271,50,90,10,10,46
48272,60,30,20,40,39
48273,70,80,60,50,67
48274,50,40,50,60,49
48275,60,60,60,30,54
48276,50,20,30,60,39
48277,10,90,80,20,50
48278,30,70,30,70,50
48279,70,80,10,80,63
48280,50,40,20,50,41
48281,80,20,50,30,46
48282,70,80,30,50,61
48283,20,90,70,10,49
48284,80,90,60,80,79
48285,60,10,20,30,31
48286,50,40,70,20,45
48287,20,40,70,50,42
48288,60,50,60,60,57
48289,80,40,60,60,60
48290,60,60,70,70,64
48291,10,10,50,10,18
48292,10,70,50,70,48
48293,20,30,30,30,27
48294,10,30,70,90,44
48295,70,10,50,30,40
48296,10,60,70,60,47
48297,20,50,90,90,57
48298,70,80,20,50,59
48299,30,70,50,80,56
48300,80,60,30,50,58
48301,10,80,30,70,47
48302,20,90,10,60,47
48303,50,20,70,40,43
48304,80,90,10,80,69
48305,70,10,30,60,42
48306,60,10,80,20,41
48307,40,90,70,90,71
48308,20,10,70,80,39
48309,40,80,30,10,44
48310,80,60,30,70,62
48311,70,20,70,70,55
48312,70,90,10,10,52
48313,90,10,40,80,54
48314,20,80,30,80,52
48315,50,70,70,20,54
48316,80,80,70,20,66
48317,40,80,30,90,60
48318,40,90,40,50,57
48319,70,20,70,20,45
48320,40,70,70,70,61
48321,70,20,50,60,49
48322,90,30,80,30,58
48323,50,80,60,20,55
48324,40,50,30,10,35
48325,50,10,30,60,36
48326,70,40,80,50,59
48327,20,90,90,30,57
48328,50,80,60,60,63
48329,20,80,20,20,38
48330,70,80,90,70,77
48331,40,40,70,20,42
48332,50,20,40,30,35
48333,40,90,40,40,55
48334,60,20,60,40,44
48335,50,90,70,30,62
48336,60,10,30,90,45
48337,60,10,60,50,43
48338,40,70,70,80,63
48339,30,30,40,30,32
48340,10,20,30,50,25
48341,70,20,20,40,39
48342,70,60,10,70,55
48343,60,40,60,60,54
48344,20,20,40,40,28
48345,20,60,20,90,46
48346,70,80,90,10,65
48347,60,70,20,10,45
48348,80,30,60,20,49
48349,30,80,30,80,55
48350,90,20,90,80,67
48351,50,80,40,20,51
48352,60,70,50,80,65
48353,60,50,20,70,51
48354,40,90,80,90,73
48355,80,90,20,80,71
48356,80,70,60,30,63
48357,80,10,50,20,41
48358,60,60,80,50,62
48359,10,30,60,60,36
48360,10,30,80,70,42
48361,30,80,20,90,55
48362,30,70,60,20,46
48363,80,20,50,10,42
48364,70,90,30,90,72
48365,80,50,60,80,67
48366,30,20,20,80,35
48367,60,40,50,60,52
48368,20,90,60,60,57
48369,60,50,70,40,55
48370,20,30,50,60,37
48371,60,20,80,10,42
48372,70,60,90,80,73
48373,30,70,30,50,46
48374,20,40,70,60,44
48375,20,30,30,80,37
48376,20,50,40,70,43
48377,30,80,90,20,55
48378,10,90,20,40,42
48379,80,10,20,80,47
48380,90,90,10,80,72
48381,70,80,50,90,73
48382,60,80,70,50,66
48383,80,40,90,40,62
48384,50,40,40,40,43
48385,50,70,50,60,58
48386,70,20,20,80,47
48387,70,50,60,70,62
48388,80,90,10,10,55
48389,10,60,30,90,45
48390,40,10,90,40,41
48391,20,40,90,20,40
48392,60,60,70,20,54
48393,40,50,80,10,45
48394,50,70,90,80,70
48395,30,80,70,30,53
48396,20,20,70,20,30
48397,50,70,50,20,50
48398,60,20,40,90,50
48399,20,60,90,20,46
48400,30,40,70,90,53
48401,50,80,40,90,65
48402,70,40,20,90,55
48403,50,70,60,90,66
48404,60,20,80,70,54
48405,80,30,20,70,51
48406,60,40,80,90,64
48407,90,70,80,70,78
48408,70,60,30,70,59
48409,90,30,30,20,46
48410,20,90,40,30,47
48411,50,50,50,60,52
48412,60,70,30,50,55
48413,40,40,10,50,36
48414,70,30,70,30,50
48415,10,20,50,50,29
48416,80,50,60,60,63
48417,60,20,20,60,40
48418,80,40,30,30,48
48419,40,10,10,30,23
48420,40,70,20,60,49
48421,20,40,60,60,42
48422,50,40,20,20,35
48423,30,30,20,60,34
48424,60,20,30,40,38
48425,80,30,40,40,49
48426,50,40,20,30,37
48427,50,60,70,70,61
48428,60,20,10,80,42
48429,60,10,10,90,41
48430,10,90,30,80,52
48431,70,50,80,20,56
48432,30,70,80,40,54
48433,40,70,70,70,61
48434,60,90,80,40,69
48435,50,50,30,90,54
48436,90,90,80,60,82
48437,70,60,30,10,47
48438,80,20,70,60,56
48439,40,30,80,50,47
48440,90,20,70,10,49
48441,90,60,50,10,57
48442,80,90,30,70,71
48443,50,70,30,30,48
48444,50,60,90,90,69
48445,90,60,20,90,67
48446,30,10,80,10,30
48447,50,10,60,30,36
48448,70,30,60,40,50
48449,20,10,40,40,25
48450,20,20,30,20,22
48451,40,40,60,90,54
48452,40,40,70,50,48
48453,70,10,40,60,44
48454,70,10,70,80,54
48455,50,40,30,60,45
48456,40,90,30,20,49
48457,80,90,60,80,79
48458,70,60,50,70,63
48459,10,60,40,20,33
48460,10,10,20,10,12
48461,60,40,70,20,48
48462,80,80,50,40,66
48463,30,30,80,50,44
48464,20,70,20,80,47
48465,40,40,90,40,50
48466,40,10,30,30,27
48467,10,50,50,10,30
48468,30,50,70,10,40
48469,90,90,90,80,88
48470,50,20,10,70,37
48471,10,80,50,30,43
48472,90,30,40,30,50
48473,50,70,20,80,56
48474,80,40,10,40,46
48475,10,60,10,40,31
48476,30,60,70,10,43
48477,60,70,90,90,75
48478,20,50,90,80,55
48479,90,80,20,80,71
48480,40,40,10,90,44
48481,20,80,90,10,50
48482,80,30,40,60,53
48483,80,80,30,20,58
48484,90,80,90,60,81
48485,90,40,10,90,59
48486,40,30,90,20,43
48487,10,20,40,80,33
48488,20,30,80,60,43
48489,30,60,70,90,59
48490,10,20,80,30,31
48491,50,30,80,90,58
48492,60,60,30,70,56
48493,20,70,20,80,47
48494,70,70,20,60,58
48495,40,90,90,20,61
48496,90,40,10,20,45
48497,70,80,60,30,63
48498,40,80,20,30,46
48499,20,60,70,50,48
48500,80,70,70,60,71
48501,40,70,50,20,47
48502,60,30,20,50,41
48503,20,60,30,40,38
48504,20,70,70,70,55
48505,90,80,10,40,61
48506,60,20,70,60,50
48507,40,40,40,80,48
48508,10,60,90,60,51
48509,60,70,20,20,47
48510,20,30,70,70,43
48511,60,40,40,70,52
48512,80,90,10,40,61
48513,20,90,50,40,51
48514,90,10,90,10,50
48515,50,20,20,90,43
48516,70,50,90,60,66
48517,60,40,90,10,50
48518,70,50,90,90,72
48519,50,30,40,50,42
48520,10,40,40,60,35
48521,10,10,80,80,38
48522,40,10,50,10,27
48523,50,50,10,90,50
48524,30,10,20,10,18
48525,70,10,50,10,36
48526,90,30,80,60,64
48527,90,20,70,70,61
48528,20,70,80,40,51
48529,20,40,40,60,38
48530,40,20,20,80,38
48531,60,40,20,80,50
48532,50,60,50,10,45
48533,60,30,10,70,43
48534,80,20,40,20,42
48535,40,60,70,60,56
48536,20,70,90,50,55
48537,80,80,40,60,68
48538,80,10,50,70,51
48539,60,80,10,20,48
48540,10,10,50,70,30
48541,30,80,40,10,43
48542,50,10,70,90,50
48543,90,40,70,40,61
48544,40,20,60,60,42
48545,10,30,70,80,42
48546,40,90,80,30,61
48547,20,60,80,40,48
48548,60,30,20,20,35
48549,60,20,40,30,38
48550,10,10,70,30,26
48551,50,20,10,10,25
48552,40,20,70,30,38
48553,40,70,70,90,65
48554,70,90,80,10,66
48555,10,20,80,60,37
48556,80,50,90,30,63
48557,50,80,90,60,69
48558,30,20,20,60,31
48559,20,40,20,30,28
48560,90,40,80,70,69
48561,10,50,40,80,42
48562,80,40,30,50,52
48563,90,50,10,70,58
48564,20,30,60,40,35
48565,20,10,90,80,43
48566,10,20,70,20,27
48567,50,60,60,70,59
48568,10,30,30,60,30
48569,10,40,70,70,43
48570,30,70,80,20,50
48571,70,50,30,50,52
48572,50,40,60,30,45
48573,50,50,70,30,50
48574,50,10,50,60,40
48575,40,90,60,70,65
48576,60,50,80,20,53
48577,70,60,70,70,67
48578,20,70,10,40,37
48579,10,40,30,10,23
48580,90,40,70,90,71
48581,10,20,10,70,25
48582,50,90,70,70,70
48583,80,40,30,30,48
48584,80,10,70,60,53
48585,20,10,50,50,29
48586,50,30,10,60,38
48587,50,80,20,10,45
48588,50,60,60,70,59
48589,60,90,90,70,77
48590,40,10,80,90,49
48591,70,50,30,50,52
48592,70,90,10,80,66
48593,70,10,20,80,44
48594,60,20,60,50,46
48595,90,50,80,80,74
48596,10,60,20,90,43
48597,30,70,80,40,54
48598,40,60,30,60,48
48599,30,20,80,40,39
48600,50,10,40,70,40
48601,20,90,70,20,51
48602,10,90,10,80,48
48603,80,60,80,10,60
48604,20,70,90,70,59
48605,50,40,50,70,51
48606,30,80,20,90,55
48607,70,60,70,50,63
48608,50,80,50,70,63
48609,90,10,60,10,44
48610,20,50,50,30,37
48611,20,50,30,80,43
48612,10,80,80,30,49
48613,80,30,70,30,53
48614,80,20,70,40,52
48615,60,60,60,20,52
48616,90,10,80,40,54
48617,40,20,90,10,38
48618,50,90,50,20,56
48619,60,40,90,20,52
48620,80,20,60,70,56
48621,20,50,90,20,43
48622,30,80,90,20,55
48623,60,50,10,20,39
48624,70,30,30,70,50
48625,20,50,40,60,41
48626,70,50,40,30,50
48627,10,80,20,50,41
48628,30,30,80,70,48
48629,90,20,10,10,37
48630,50,10,20,80,38
48631,40,70,40,10,43
48632,10,50,10,20,24
48633,40,10,20,20,23
48634,40,50,30,20,37
48635,40,80,40,40,52
48636,90,50,60,30,60
48637,90,30,90,10,56
48638,40,30,80,80,53
48639,90,30,70,40,58
48640,40,20,10,50,30
48641,70,80,40,90,71
48642,40,40,10,80,42
48643,50,40,10,30,35
48644,80,20,30,60,48
48645,10,90,90,90,66
48646,90,60,40,30,59
48647,60,20,20,20,32
48648,30,40,20,40,33
48649,40,90,20,20,47
48650,90,20,10,50,45
48651,80,20,60,10,44
48652,20,30,10,20,21
48653,30,20,50,90,43
48654,90,10,70,30,50
48655,70,30,60,40,50
48656,90,70,20,60,64
48657,90,80,20,10,57
48658,90,40,70,20,57
48659,70,10,10,10,28
48660,50,70,50,30,52
48661,10,10,80,80,38
48662,90,70,20,60,64
48663,10,70,10,90,44
48664,30,10,30,10,20
48665,20,80,90,30,54
48666,20,40,10,40,28
48667,20,30,20,20,23
48668,90,40,60,50,61
48669,80,20,10,90,50
48670,70,30,10,20,36
48671,70,70,40,50,60
48672,40,70,50,60,55
48673,50,50,40,60,50
48674,30,90,60,10,50
48675,10,10,20,30,16
48676,30,90,50,10,48
48677,70,60,20,30,49
48678,40,30,20,90,43
48679,60,60,40,70,58
48680,90,20,30,20,43
48681,80,50,30,50,55
48682,10,60,70,10,37
48683,90,50,50,20,56
48684,30,40,90,60,51
48685,50,70,30,30,48
48686,70,60,80,40,63
48687,30,80,90,50,61
48688,10,20,60,80,37
48689,20,10,60,30,27
48690,80,30,70,80,63
48691,20,30,80,30,37
48692,80,10,90,10,47
48693,60,30,20,70,45
48694,10,40,40,90,41
48695,30,60,20,80,47
48696,80,30,40,60,53
48697,20,70,10,30,35
48698,40,60,40,60,50
48699,60,10,10,80,39
48700,50,20,50,20,35
48701,30,70,30,40,44
48702,80,50,50,50,59
48703,30,40,50,90,49
48704,50,60,10,60,47
48705,60,90,10,50,57
48706,40,50,50,50,47
48707,90,20,50,10,45
48708,60,10,20,20,29
48709,70,90,30,20,58
48710,90,70,40,30,62
48711,80,10,80,10,45
48712,40,40,70,20,42
48713,50,80,30,50,55
48714,40,70,10,30,41
48715,50,40,20,60,43
48716,50,80,40,80,63
48717,30,10,40,90,38
48718,70,50,50,30,52
48719,50,30,10,40,34
48720,40,50,20,20,35
48721,10,10,20,10,12
48722,10,70,60,30,42
48723,10,90,80,60,58
48724,10,90,20,30,40
48725,30,40,30,20,31
48726,60,10,30,50,37
48727,10,90,80,40,54
48728,10,70,90,20,46
48729,80,60,50,80,68
48730,80,10,20,10,33
48731,90,80,30,10,59
48732,80,10,70,60,53
48733,10,40,10,60,29
48734,90,70,50,70,72
48735,90,10,80,80,62
48736,10,70,80,20,44
48737,10,70,10,20,30
48738,10,30,70,30,32
48739,80,80,40,70,70
48740,90,20,90,80,67
48741,40,60,40,50,48
48742,80,20,20,20,38
48743,80,20,70,20,48
48744,10,70,30,60,42
48745,30,60,70,50,51
48746,50,70,20,30,46
48747,60,70,80,70,69
48748,90,50,10,90,62
48749,30,30,80,50,44
48750,30,50,30,10,32
48751,30,60,90,80,61
48752,10,70,20,80,44
48753,30,60,20,70,45
48754,80,70,80,70,75
48755,20,10,70,60,35
48756,50,80,70,50,63
48757,50,90,30,80,64
48758,70,30,90,40,56
48759,80,60,90,30,66
48760,80,50,10,10,43
48761,90,60,70,90,77
48762,80,20,30,60,48
48763,40,20,60,20,34
48764,70,30,40,40,46
48765,40,80,50,90,64
48766,30,70,50,90,58
48767,80,20,30,80,52
48768,10,10,10,30,14
48769,70,90,40,90,74
48770,90,30,90,70,68
48771,40,40,40,50,42
48772,40,70,10,60,47
48773,40,70,30,10,41
48774,80,20,20,80,50
48775,10,30,40,10,22
48776,90,60,60,60,69
48777,30,90,60,10,50
48778,50,90,40,40,58
48779,60,40,50,20,44
48780,60,70,10,50,51
48781,50,60,90,40,59
48782,20,30,90,70,47
48783,40,20,30,20,28
48784,30,90,50,60,58
48785,20,50,40,60,41
48786,70,60,30,60,57
48787,60,40,40,60,50
48788,20,70,60,90,57
48789,90,80,30,70,71
48790,50,10,50,70,42
48791,90,30,50,90,64
48792,50,60,10,20,39
48793,30,50,70,70,52
48794,10,80,30,30,39
48795,40,50,50,10,39
48796,80,50,80,40,63
48797,30,80,60,60,57
48798,50,80,80,30,61
48799,50,50,60,30,48
48800,10,30,20,20,20
48801,40,30,90,50,49
48802,20,50,60,60,45
48803,60,80,60,40,62
48804,40,50,80,80,59
48805,60,10,20,60,37
48806,30,20,20,10,21
48807,20,90,40,80,57
48808,90,80,50,80,77
48809,10,60,60,80,49
48810,20,30,40,10,25
48811,20,40,70,60,44
48812,70,10,50,80,50
48813,70,10,10,10,28
48814,90,60,20,60,61
48815,70,90,90,90,84
48816,30,60,30,30,39
48817,70,90,30,50,64
48818,90,60,30,30,57
48819,60,90,60,50,67
48820,70,20,60,20,43
48821,60,50,20,10,39
48822,80,50,40,80,63
48823,40,60,40,50,48
48824,10,10,10,60,20
48825,10,50,80,50,44
48826,10,30,80,80,44
48827,50,40,60,70,53
48828,70,80,50,40,63
48829,80,80,10,30,56
48830,80,90,90,60,81
48831,90,40,50,50,59
48832,30,60,30,80,49
48833,10,70,40,40,40
48834,90,40,70,40,61
48835,90,70,90,40,74
48836,90,50,70,40,64
48837,60,10,70,70,49
48838,50,30,60,90,54
48839,90,40,60,90,69
48840,90,70,10,10,52
48841,30,80,20,20,41
48842,70,60,20,90,61
48843,20,10,20,80,29
48844,50,40,50,50,47
48845,70,30,20,40,42
48846,30,60,30,30,39
48847,30,20,80,80,47
48848,90,90,80,20,74
48849,20,10,50,30,25
48850,20,40,50,30,34
48851,80,70,70,80,75
48852,50,60,50,90,61
48853,40,80,40,90,62
48854,20,70,80,30,49
48855,70,70,70,60,68
48856,50,40,30,40,41
48857,10,20,40,50,27
48858,10,50,60,70,44
48859,60,80,20,60,58
48860,50,70,70,20,54
48861,70,50,30,40,50
48862,20,20,30,20,22
48863,90,10,60,60,54
48864,60,10,60,90,51
48865,20,60,80,20,44
48866,30,60,30,60,45
48867,10,90,10,20,36
48868,90,50,40,30,56
48869,90,60,90,80,79
48870,30,50,20,10,30
48871,40,50,10,70,43
48872,70,60,40,50,57
48873,10,50,80,80,50
48874,90,80,40,30,65
48875,40,50,60,70,53
48876,20,90,60,70,59
48877,10,50,80,10,36
48878,50,50,50,60,52
48879,40,70,90,50,61
48880,10,30,30,30,24
48881,50,80,80,60,67
48882,90,80,20,20,59
48883,40,40,10,10,28
48884,20,40,70,90,50
48885,20,60,90,50,52
48886,30,40,10,80,39
48887,70,30,90,50,58
48888,20,10,90,40,35
48889,10,60,60,80,49
48890,80,20,70,70,58
48891,70,60,60,50,61
48892,70,80,70,10,61
48893,80,10,90,70,59
48894,40,50,30,30,39
48895,90,90,90,10,74
48896,80,70,70,50,69
48897,50,80,80,90,73
48898,60,50,30,80,55
48899,20,90,70,60,59
48900,60,10,70,90,53
48901,80,30,20,40,45
48902,70,50,10,50,48
48903,50,70,70,10,52
48904,80,80,90,90,84
48905,80,60,10,10,46
48906,50,50,90,50,58
48907,40,60,10,70,46
48908,10,20,60,70,35
48909,70,50,70,70,64
48910,50,80,80,30,61
48911,70,20,80,70,57
48912,80,90,90,60,81
48913,50,20,10,30,29
48914,20,90,90,80,67
48915,70,50,80,60,64
48916,50,50,90,50,58
48917,90,30,50,50,56
48918,80,50,70,40,61
48919,60,50,60,80,61
48920,80,90,10,70,67
48921,90,70,20,10,54
48922,10,20,30,40,23
48923,40,30,20,50,35
48924,30,40,80,90,55
48925,80,10,80,10,45
48926,10,80,10,10,31
48927,10,80,50,60,49
48928,30,10,70,90,44
48929,20,20,80,60,40
48930,50,10,30,80,40
48931,30,20,30,60,33
48932,70,70,50,40,60
48933,40,20,90,90,54
48934,50,20,10,80,39
48935,10,30,50,20,26
48936,30,70,20,50,44
48937,30,70,60,90,60
48938,40,70,70,40,55
48939,10,60,40,90,47
48940,30,20,50,10,27
48941,20,90,90,60,63
48942,30,70,40,20,42
48943,30,20,60,90,45
48944,80,10,10,60,41
48945,80,70,70,20,63
48946,50,30,90,10,44
48947,40,20,50,20,32
48948,30,20,40,90,41
48949,40,90,70,80,69
48950,50,40,20,60,43
48951,40,80,90,30,60
48952,50,90,70,90,74
48953,80,30,10,10,37
48954,50,60,50,30,49
48955,20,30,90,80,49
48956,10,90,10,70,46
48957,60,60,40,40,52
48958,50,60,20,50,47
48959,40,40,30,70,44
48960,40,70,40,70,55
48961,80,10,80,50,53
48962,70,70,20,80,62
48963,80,40,90,50,64
48964,50,80,30,50,55
48965,60,70,30,70,59
48966,90,70,30,40,62
48967,10,20,20,10,15
48968,10,60,60,90,51
48969,50,40,10,10,31
48970,50,60,90,20,55
48971,80,90,10,10,55
48972,90,50,20,10,48
48973,20,70,50,30,43
48974,10,80,40,80,51
48975,80,50,60,80,67
48976,30,40,10,40,31
48977,40,60,20,90,52
48978,70,40,30,90,57
48979,60,10,90,90,57
48980,10,10,40,50,24
48981,30,70,30,20,40
48982,90,70,50,50,68
48983,40,50,90,80,61
48984,20,20,20,80,32
48985,80,30,60,90,63
48986,70,90,30,70,68
48987,80,40,60,80,64
48988,70,60,80,10,57
48989,60,20,30,10,32
48990,30,90,30,20,46
48991,30,20,10,60,29
48992,10,70,90,60,54
48993,50,40,50,90,55
48994,60,40,60,10,44
48995,60,30,70,30,47
48996,70,80,30,10,53
48997,60,60,70,70,64
48998,60,10,60,10,35
48999,40,10,70,30,35
49000,80,50,80,80,71
49001,50,20,40,30,35
49002,60,40,60,10,44
49003,50,20,50,70,45
49004,40,70,20,30,43
49005,70,40,70,20,51
49006,40,30,60,70,47
49007,80,50,80,10,57
49008,30,50,50,30,40
49009,90,20,40,40,49
49010,90,10,30,90,54
49011,10,50,90,30,42
49012,10,90,60,50,52
49013,80,40,60,40,56
49014,20,50,40,60,41
49015,20,90,10,10,37
49016,90,40,90,10,59
49017,20,50,40,20,33
49018,10,40,90,40,41
49019,50,80,40,90,65
49020,70,20,60,20,43
49021,20,30,80,10,33
49022,30,60,10,70,43
49023,40,70,70,80,63
49024,30,90,10,90,56
49025,10,30,50,90,40
49026,20,60,70,30,44
49027,30,10,20,50,26
49028,20,10,90,90,45
49029,10,10,40,10,16
49030,50,70,90,80,70
49031,20,30,40,40,31
49032,30,60,80,80,59
49033,20,50,20,70,39
49034,80,20,90,60,60
49035,20,40,80,30,40
49036,10,50,30,90,42
49037,80,30,70,50,57
49038,80,30,40,30,47
49039,90,10,90,40,56
49040,80,30,10,30,41
49041,70,60,60,30,57
49042,30,70,50,80,56
49043,20,80,80,60,58
49044,70,50,90,30,60
49045,80,40,30,90,60
49046,10,10,60,30,24
49047,80,10,10,50,39
49048,20,20,90,40,38
49049,40,70,70,70,61
49050,80,60,60,50,64
49051,50,80,80,30,61
49052,30,40,50,30,37
49053,10,90,80,10,48
49054,10,50,80,30,40
49055,80,40,80,70,66
49056,80,70,70,40,67
49057,70,40,80,40,57
49058,80,90,10,10,55
49059,90,90,20,50,68
49060,30,10,90,70,44
49061,30,80,10,70,49
49062,60,60,70,60,62
49063,70,60,40,70,61
49064,10,50,20,50,32
49065,60,40,10,80,48
49066,80,70,60,50,67
49067,90,40,30,60,57
49068,90,70,50,80,74
49069,10,80,70,30,47
49070,40,20,10,10,22
49071,90,80,70,60,77
49072,30,10,20,30,22
49073,70,10,30,80,46
49074,90,90,30,60,72
49075,40,90,30,50,55
49076,70,40,70,90,65
49077,70,10,90,80,58
49078,90,90,20,40,66
49079,60,40,50,20,44
49080,90,20,10,60,47
49081,70,10,20,90,46
49082,50,50,90,10,50
49083,10,10,90,50,34
49084,20,60,30,80,46
49085,30,80,50,80,59
49086,30,40,80,20,41
49087,80,40,60,30,54
49088,50,30,80,50,50
49089,10,10,10,80,24
49090,20,90,10,90,53
49091,70,20,30,20,37
49092,70,20,60,80,55
49093,40,30,50,40,39
49094,90,20,90,80,67
49095,30,10,20,80,32
49096,50,60,90,50,61
49097,10,40,10,90,35
49098,50,70,50,30,52
49099,50,20,80,40,45
49100,20,60,50,70,48
49101,50,10,40,40,34
49102,60,10,50,70,45
49103,80,20,70,40,52
49104,50,70,60,80,64
49105,90,70,20,20,56
49106,80,60,40,30,56
49107,60,70,50,50,59
49108,50,80,20,80,59
49109,60,30,60,90,57
49110,10,20,90,60,39
49111,80,60,50,30,58
49112,40,20,40,50,36
49113,30,30,10,60,32
49114,40,30,20,90,43
49115,30,80,70,40,55
49116,80,30,60,70,59
49117,90,20,10,80,51
49118,30,30,90,80,52
49119,70,60,90,90,75
49120,30,40,40,30,35
49121,60,30,60,50,49
49122,30,90,50,20,50
49123,30,40,50,60,43
49124,20,80,40,80,54
49125,70,60,50,50,59
49126,80,90,90,20,73
49127,60,60,10,40,46
49128,50,70,90,20,58
49129,10,60,80,10,39
49130,50,60,20,30,43
49131,50,90,90,50,70
49132,10,80,90,20,49
49133,70,40,10,80,51
49134,10,20,50,50,29
49135,90,60,10,30,53
49136,90,60,20,60,61
49137,10,10,80,10,24
49138,50,70,70,40,58
49139,60,50,80,60,61
49140,20,40,50,60,40
49141,50,10,20,40,30
49142,90,70,40,50,66
49143,30,20,10,10,19
49144,20,90,90,80,67
49145,40,90,10,80,57
49146,20,90,20,20,41
49147,60,30,30,10,35
49148,80,90,70,20,69
49149,80,70,70,60,71
49150,90,10,90,40,56
49151,10,30,30,20,22
49152,30,20,80,40,39
49153,40,70,60,30,51
49154,50,30,80,50,50
49155,90,50,20,20,50
49156,70,20,20,80,47
49157,20,60,10,70,40
49158,50,90,30,60,60
49159,20,50,40,40,37
49160,50,40,30,20,37
49161,70,80,30,40,59
49162,70,90,30,60,66
49163,20,20,30,20,22
49164,80,60,30,10,50
49165,70,50,20,70,54
49166,90,30,70,10,52
49167,20,80,90,30,54
49168,80,60,10,10,46
49169,60,50,60,60,57
49170,80,90,50,80,77
49171,20,60,80,30,46
49172,20,10,20,70,27
49173,20,30,30,50,31
49174,40,40,30,80,46
49175,50,60,20,40,45
49176,60,10,60,80,49
49177,70,80,60,80,73
49178,30,40,90,10,41
49179,80,60,20,80,62
49180,50,20,30,10,29
49181,60,80,30,30,54
49182,40,60,50,80,56
49183,50,40,20,50,41
49184,80,20,30,10,38
49185,40,80,70,90,68
49186,20,60,40,60,44
49187,10,60,60,60,45
49188,30,50,70,80,54
49189,30,60,90,80,61
49190,30,20,80,80,47
49191,70,70,50,60,64
49192,50,60,10,10,37
49193,60,90,60,90,75
49194,60,50,50,20,47
49195,20,20,50,10,24
49196,80,80,90,60,78
49197,80,30,50,20,47
49198,10,20,40,10,19
49199,40,20,70,40,40
49200,40,90,40,40,55
49201,50,60,60,20,49
49202,60,10,40,80,45
49203,40,40,70,80,54
49204,50,60,10,10,37
49205,20,40,10,10,22
49206,50,50,40,80,54
49207,70,10,90,10,44
49208,40,30,20,40,33
49209,30,50,10,50,36
49210,80,30,40,70,55
49211,20,70,60,90,57
49212,70,60,60,80,67
49213,60,90,70,20,63
49214,90,50,80,60,70
49215,30,80,50,20,47
49216,90,30,40,60,56
49217,60,80,80,20,62
49218,70,40,50,60,55
49219,50,70,10,30,44
49220,90,60,40,30,59
49221,50,80,80,70,69
49222,50,30,70,80,54
49223,80,40,90,80,70
49224,70,10,80,50,50
49225,90,50,10,40,52
49226,90,10,80,40,54
49227,30,40,60,20,37
49228,60,40,70,50,54
49229,10,90,50,50,50
49230,10,20,40,80,33
49231,70,20,30,20,37
49232,20,90,70,60,59
49233,90,10,10,50,42
49234,80,30,30,70,53
49235,20,20,30,20,22
49236,50,50,90,10,50
49237,90,20,90,50,61
49238,10,20,90,60,39
49239,90,90,70,20,72
49240,90,30,80,40,60
49241,40,90,20,90,61
49242,90,50,90,30,66
49243,30,10,90,90,48
49244,90,70,70,40,70
49245,10,60,10,90,41
49246,50,70,40,70,58
49247,50,10,40,90,44
49248,30,50,50,40,42
49249,70,80,50,60,67
49250,30,70,30,80,52
49251,50,40,50,80,53
49252,80,60,90,20,64
49253,70,20,40,60,47
49254,50,90,70,50,66
49255,10,60,70,30,41
49256,20,80,30,70,50
49257,40,40,30,30,36
49258,20,60,30,30,36
49259,60,10,30,60,39
49260,20,50,80,20,41
49261,10,40,50,90,43
49262,70,20,40,10,37
